,headline,abstract,date,category,emotion,source,links,sentiment,Emotion,reportCountry
237,Trump Says He¡¯s ¡®Torn¡¯ on China Deal as Advisers Signal Harmony on Trade,"The president¡¯s comments, coming just hours after advisers said the",2020/5/8,business ,-1,nytimes,https://www.nytimes.com/2020/05/08/business/us-china-trade-coronavirus.html,0,-0.8,1
329,"Global Economy, Chinese Students, Pakistan Crash: Your Thursday Briefing",Here¡¯s what you need to know.,2020/6/24,business,0,nytimes,https://www.nytimes.com/2020/06/24/briefing/economy-imf-chinese-students-abroad.html,0,0,1
330,A Coronavirus Care Package From China,Herbal formulas are also a potion for national cohesion.,2020/6/25,covid-19,1,nytimes,https://www.nytimes.com/2020/06/25/opinion/china-coronavirus-traditional-medicine.html,0,0.8,1
331,"U.S. Virus Surge, China Database, Women¡¯s World Cup: Your Friday Briefing",Here¡¯s what you need to know.,2020/6/25,covid-19,0,nytimes,https://www.nytimes.com/2020/06/25/briefing/us-outbreaks-texas-china-database.html,0,0,1
241,Can the Democrats Avoid Trump¡¯s China Trap?,The president wants a new cold war to deflect attention,2020/5/10,politics ,-1,nytimes,https://www.nytimes.com/2020/05/10/opinion/china-coronavirus-trump.html,0,-0.8,1
245,Arkansas Professor Is Accused of Hiding Chinese Funding,The case was the latest example of the Justice Department¡¯s,2020/5/12,business ,-1,nytimes,https://www.nytimes.com/2020/05/11/us/politics/professor-simon-ang-wire-fraud-china.html,0,-0.8,1
249,From ¡®Respect¡¯ to ¡®Sick and Twisted¡¯: How Coronavirus Hit U.S.-China Ties,A sharp escalation of tensions over the handling of the,2020/5/15,covid-19,-1,nytimes,https://www.nytimes.com/2020/05/15/world/asia/coronavirus-china-united-states-cold-war.html,0,-0.8,1
250,"¡®Geriatric,¡¯ ¡®China¡¯s Puppet¡¯: Trump Campaign Unleashes Ads Attacking Biden",President Trump¡¯s re-election team has launched a long-promised barrage of,2020/5/15,politics ,-1,nytimes,https://www.nytimes.com/2020/05/15/us/politics/trump-ads-joe-biden.html,0,-0.8,1
336,"China¡¯s Vaccine, TikTok, Pakistan Stock Exchange: Your Tuesday Briefing",Here¡¯s what you need to know.,2020/6/29,covid-19,0,nytimes,https://www.nytimes.com/2020/06/29/briefing/china-vaccine-tiktok-pakistan-stock-exchange.html,0,0,1
337,A New Superpower Competition Between Beijing and Washington: China¡¯s Nuclear Buildup,The Trump administration is portraying the small but increasingly potent,2020/6/30,politics,1,nytimes,https://www.nytimes.com/2020/06/30/us/politics/trump-russia-china-nuclear.html,0.136363636,0.827272727,1
338,¡®Who Are We For?¡¯ How the Virus Is Testing the Identity of Chinatown,Shops and restaurants that shunned digital commerce struggled to reach,2020/6/30,covid-19,0,nytimes,https://www.nytimes.com/2020/06/30/nyregion/chinatown-coronavirus-nyc.html,0,0,1
253,U.S.-China Feud Over Coronavirus Erupts at World Health Assembly,"China¡¯s president pledged $2 billion to fight the virus, a",2020/5/18,covid-19,-1,nytimes,https://www.nytimes.com/2020/05/18/health/coronavirus-who-china-trump.html,0,-0.8,1
254,U.S. Is Using Taiwan as a Pressure Point in Tech Fight With China,The Trump administration is challenging Chinese access to Taiwan¡¯s high-tech,2020/5/19,tech,-1,nytimes,https://www.nytimes.com/2020/05/19/business/economy/china-taiwan-huawei-tsmc.html,0,-0.8,1
341,"China¡¯s Software Stalked Uighurs Earlier and More Widely, Researchers Learn",A new report revealed a broad campaign that targeted Muslims,2020/7/1,politics,0,nytimes,https://www.nytimes.com/2020/07/01/technology/china-uighurs-hackers-malware-hackers-smartphones.html,0.133333333,0.133333333,1
256,Trump Is Playing the China Card. Who Believes Him?,He attacks Joe Biden to deflect blame for his terrible,2020/5/19,politics ,-1,nytimes,https://www.nytimes.com/2020/05/19/opinion/trump-biden-china.html,0,-0.8,1
257,Xi Jinping Uses Pandemic to Strengthen His Rule in China,The Chinese leader hopes to rally national pride as his,2020/5/20,covid-19,-1,nytimes,https://www.nytimes.com/2020/05/20/world/coronavirus-world-tracker.html,0,-0.8,1
259,China¡¯s Hong Kong Crackdown Could Put Trump in an Unwelcome Spot,A proposed new security law has senators calling for sanctions.,2020/5/21,politics,-1,nytimes,https://www.nytimes.com/2020/05/21/us/politics/trump-china-hong-kong.html,0,-0.8,1
345,"China Dominates Medical Supplies, in This Outbreak and the Next",Government support and protectionism have built a low-cost industry making,2020/7/5,business,0,nytimes,https://www.nytimes.com/2020/07/05/business/china-medical-supplies.html,0,0,1
262,China¡¯s Tighter Grip on Hong Kong Shakes City¡¯s Business World,The territory¡¯s stock market plunged amid expectations that money would,2020/5/22,politics,-1,nytimes,https://www.nytimes.com/2020/05/22/business/hong-kong-business-china.html,0,-0.8,1
272,"China Approves Plan to Rein In Hong Kong, Defying Worldwide Outcry",Beijing ordered that a new law be written to extend,2020/5/28,politics,-1,nytimes,https://www.nytimes.com/2020/05/28/world/asia/china-hong-kong-crackdown.html,0,-0.8,1
275,Pompeo Hits Out at China,"A threat over Hong Kong, and controversy in the education",2020/5/28,politics,-1,nytimes,https://www.nytimes.com/2020/05/28/us/politics/trump-pompeo-hong-kong-china.html,0,-0.8,1
278,"Rebuking China, Trump Curtails Ties to Hong Kong and Severs Them With W.H.O.",Critics say the actions would do little to blunt China¡¯s,2020/5/29,politics,-1,nytimes,https://www.nytimes.com/2020/05/29/us/politics/trump-hong-kong-china-WHO.html,0,-0.8,1
350,The Chinese Decade,The coronavirus has given Beijing a strategic opportunity ¡ª but,2020/7/11,covid-19,1,nytimes,https://www.nytimes.com/2020/07/11/opinion/sunday/china-coronavirus-power.html,0,0.8,1
351,"Defying U.S., China and Iran Near Trade and Military Partnership",The investment and security pact would vastly extend China¡¯s influence,2020/7/11,business,1,nytimes,https://www.nytimes.com/2020/07/11/world/asia/china-iran-trade-military-deal.html,0,0.8,1
352,China Imposes Tit-for-Tat Sanctions on Three American Lawmakers,"The sanctions, which target Republican members of Congress, were in",2020/7/13,politics,0,nytimes,https://www.nytimes.com/2020/07/13/world/asia/china-sanctions-rubio-cruz.html,0,0,1
279,"Blaming China for Pandemic, Trump Says U.S. Will Leave the W.H.O.",America¡¯s decades-long relationship with the organization has been instrumental in,2020/5/29,covid-19,-1,nytimes,https://www.nytimes.com/2020/05/29/health/virus-who.html,0,-0.8,1
280,China and the Rhineland Moment,America and its allies must not simply accept Beijing¡¯s aggression.,2020/5/29,politics,-1,nytimes,https://www.nytimes.com/2020/05/29/opinion/china-hong-kong.html,0,-0.8,1
283,"As Protests Engulf the United States, China Revels in the Unrest",Chinese officials and state media are seizing on the moment,2020/6/2,politics,-1,nytimes,https://www.nytimes.com/2020/06/02/world/asia/china-george-floyd.html,0,-0.8,1
284,Why China May Call the World¡¯s Bluff on Hong Kong,The U.S. looks weak. Business is falling in line. Protests,2020/6/3,politics,-1,nytimes,https://www.nytimes.com/2020/06/03/business/china-hong-kong-damage.html,0,-0.8,1
357,"Student Visas, China, Cake Memes: Your Tuesday Evening Briefing",Here¡¯s what you need to know at the end of,2020/7/14,travel,0,nytimes,https://www.nytimes.com/2020/07/14/briefing/student-visas-china-cake-memes.html,0,0,1
285,China Steps Back in Airline Dispute With the Trump Administration,Beijing will allow limited flights by international carriers to resume,2020/6/3,politics,-1,nytimes,https://www.nytimes.com/2020/06/03/business/trump-china-flights-ban.html,0,-0.8,1
359,"U.K.-Huawei, Europe Economy, China: Your Wednesday Briefing",Here¡¯s what you need to know.,2020/7/15,business,0,nytimes,https://www.nytimes.com/2020/07/15/briefing/britain-huawei-europe-economy-china.html,0,0,1
288,"Chinese Hackers Target Email Accounts of Biden Campaign Staff, Google Says",The technology giant also confirmed reports that Iran had targeted,2020/6/4,tech,-1,nytimes,https://www.nytimes.com/2020/06/04/us/politics/china-joe-biden-hackers.html,0,-0.8,1
289,China Defends Its Coronavirus Response,Government officials denied they had suppressed information about the outbreak,2020/6/6,covid-19,-1,nytimes,https://www.nytimes.com/2020/06/06/world/coronavirus-update-us-usa.html,0,-0.8,1
290,"China Hails Its Virus Triumphs, and Glosses Over Its Mistakes","Trying to win a propaganda tug of war, Beijing staunchly",2020/6/7,covid-19,-1,nytimes,https://www.nytimes.com/2020/06/07/world/asia/china-coronavirus.html,0,-0.8,1
292,Senate Faults Oversight of Chinese Telecom Companies in U.S.,A multiagency group does a ¡°minimal¡± job of assessing security,2020/6/9,politics,-1,nytimes,https://www.nytimes.com/2020/06/09/technology/senate-china-telecom-security.html,0,-0.8,1
294,E.U. Slams China Over Disinformation Campaign,The U.S. surpassed two million coronavirus cases on Wednesday. Infections,2020/6/10,covid-19,-1,nytimes,https://www.nytimes.com/2020/06/10/world/coronavirus-live-updates.html,0,-0.8,1
365,"U.S. Visas, China¡¯s Economy, Street Musicians: Your Friday Briefing",Here¡¯s what you need to know.,2020/7/16,culture,0,nytimes,https://www.nytimes.com/2020/07/16/briefing/visas-china-economy-reinfection.html,0,0,1
296,Zoom Blocks Activist in U.S. After China Objects to Tiananmen Vigil,"Though the account was restored, the incident spotlights thorny questions",2020/6/11,politics,-1,nytimes,https://www.nytimes.com/2020/06/11/technology/zoom-china-tiananmen-square.html,0,-0.8,1
298,Lawmakers Push to Invest Billions in Semiconductor Industry to Counter China,New legislation aimed at supporting the semiconductor industry is a,2020/6/11,business,-1,nytimes,https://www.nytimes.com/2020/06/11/business/economy/semiconductors-chips-congress-china.html,0,-0.8,1
299,China Shuts Vast Beijing Market as It Hunts Coronavirus Cluster,"The C.D.C. projects up to 140,000 deaths in the U.S.",2020/6/12,covid-19,-1,nytimes,https://www.nytimes.com/2020/06/12/world/coronavirus-us-usa-updates.html,0,-0.8,1
300,"Faced With Crisis and Re-election, Senate Republicans Blame China",Politically endangered Republicans are scrambling to make their contests referendums,2020/6/13,politics,-1,nytimes,https://www.nytimes.com/2020/06/13/us/politics/faced-with-crisis-and-re-election-senate-republicans-blame-china.html,0,-0.8,1
304,"China Is Collecting DNA From Tens of Millions of Men and Boys, Using U.S. Equipment",Even children are pressed into giving blood samples to build,2020/6/17,tech,-1,nytimes,https://www.nytimes.com/2020/06/17/world/asia/China-DNA-surveillance.html,0,-0.8,1
371,When China Met Iran,A growing partnership between America¡¯s main Middle East adversary and,2020/7/21,politics,1,nytimes,https://www.nytimes.com/2020/07/21/opinion/china-iran.html,0,0.8,1
372,U.S. Accuses Hackers of Trying to Steal Coronavirus Vaccine Data for China,Two suspects in China targeted companies working on vaccines as,2020/7/21,covid-19,0,nytimes,https://www.nytimes.com/2020/07/21/us/politics/china-hacking-coronavirus-vaccine.html,0,0,1
306,Trump Trade Official Defends China Deal and Criticizes the W.T.O.,The trade negotiator Robert E. Lighthizer defended the aggressive use,2020/6/17,politics,-1,nytimes,https://www.nytimes.com/2020/06/17/business/economy/us-trade-china-tariffs.html,0,-0.8,1
307,"China-India Dispute, Bolton Book, Premier League: Your Thursday Briefing",Here¡¯s what you need to know.,2020/6/18,politics,-1,nytimes,https://www.nytimes.com/2020/06/18/briefing/china-india-dispute-bolton-book-premier-league.html,0,-0.8,1
310,"China-India Tensions, Beijing Outbreak, Protest Art: Your Friday Briefing",Here¡¯s what you need to know,2020/6/18,politics,-1,nytimes,https://www.nytimes.com/2020/06/18/briefing/china-india-salmon-us-protest-art.html,0,-0.8,1
312,"U.K. Contact Tracing, India-China Tensions, Stolen Van Gogh: Your Friday Briefing",Here¡¯s what you need to know.,2020/6/19,politics,-1,nytimes,https://www.nytimes.com/2020/06/19/briefing/uk-contact-tracing-china-india-van-gogh.html,0,-0.8,1
313,"China Indicts 2 Canadians on Spying Charges, Escalating Dispute",Michael Kovrig and Michael Spavor were detained in 2018 amid,2020/6/19,politics,-1,nytimes,https://www.nytimes.com/2020/06/19/world/asia/china-canada-kovrig-spavor.html,0,-0.8,1
378,China Will Answer ¡®Heavenly Question¡¯: Can It Land on Mars?,A goal of the Tianwen-1 launch is to catch up,2020/7/22,society,1,nytimes,https://www.nytimes.com/2020/07/22/science/china-mars-mission.html,0,0.8,1
314,Trump¡¯s Trade Appeals to China Still Left Farmers Reeling,"John Bolton, the former national security adviser, alleged that President",2020/6/19,business,-1,nytimes,https://www.nytimes.com/2020/06/19/business/economy/trump-china-trade-war-farmers.html,0,-0.8,1
380,"Coronavirus Vaccine, China, Baseball: Your Wednesday Evening Briefing",Here¡¯s what you need to know at the end of,2020/7/22,culture,0,nytimes,https://www.nytimes.com/2020/07/22/briefing/vaccine-china-baseball-.html,0,0,1
315,How China and India Came to Lethal Blows,Beijing saw a threat in New Delhi¡¯s steady improvement of,2020/6/19,politics,-1,nytimes,https://www.nytimes.com/2020/06/19/opinion/China-India-conflict.html,0,-0.8,1
382,"China¡¯s Mars Mission, Tianwen-1, Begins Its Monthslong Journey","The combined orbiter, lander and rover will reach the red",2020/7/23,culture,1,nytimes,https://www.nytimes.com/2020/07/22/science/mars-china-launch.html,0,0.8,1
383,"Vaccine, U.S.-China, Mars: Your Thursday Briefing",Here¡¯s what you need to know.,2020/7/23,culture,0,nytimes,https://www.nytimes.com/2020/07/22/briefing/vaccine-america-china-mars.html,0,0,1
316,Law Will Tighten Beijing¡¯s Grip on Hong Kong With Chinese Security Force,Pro-democracy politicians said the proposed security law would punch a,2020/6/20,politics,-1,nytimes,https://www.nytimes.com/2020/06/20/world/asia/china-hong-kong-security-law.html,0,-0.8,1
385,"U.S. Outbreak, China-U.S. Feud, Climate Migration: Your Friday Briefing",Here¡¯s what you need to know today.,2020/7/23,culture,0,nytimes,https://www.nytimes.com/2020/07/23/briefing/us-virus-china-climate-philippines.html,0,0,1
319,Trump Says He Avoided Punishing China Over Uighur Camps to Protect Trade Talks,"¡°Well, we were in the middle of a major trade",2020/6/22,business,-1,nytimes,https://www.nytimes.com/2020/06/21/us/politics/trump-uighurs-china-trade.html,0,-0.8,1
387,"Coronavirus, U.S.-China Feud, Climate Change: Your Friday Briefing",Here¡¯s what you need to know.,2020/7/24,culture,0,nytimes,https://www.nytimes.com/2020/07/24/briefing/coronavirus-america-china-consulates-climate-change.html,0,0,1
388,"La Caridad 78, a Beloved Chinese-Cuban Restaurant, Closes","The Upper West Side mainstay, which served Chino Latino dishes",2020/7/24,business,1,nytimes,https://www.nytimes.com/2020/07/24/dining/la-caridad-78-closes.html,0.7,0.94,1
321,"Betraying Frustration with China, E.U. Leaders Press for Progress on Trade Talks",A first summit meeting between a new European leadership and,2020/6/22,politics,-1,nytimes,https://www.nytimes.com/2020/06/22/world/europe/china-eu-trade-talks.html,0,-0.8,1
327,China and America Are Heading Toward Divorce,For 40 years the two countries had an unconscious economic,2020/6/23,business,-1,nytimes,https://www.nytimes.com/2020/06/23/opinion/china-united-states-trump.html,0,-0.8,1
